id,time,ipa,category,gloss,frequency
anguz,900,ˈɑŋge,adj,,
anguz,1400,ˈaŋg,adj,,
arbaidiz,-2000,ˈʁʷorbʱos,noun,arbaidiz,1
arbaidiz,200,ˈɑrβɑjð̠iz,noun,,
arbaidiz,900,ˈæɑrfoθ̠e,noun,,
arbaidiz,1400,ˈarvəð̠,noun,,
namô,-2000,ˈχnomoː,noun,namô,1
namô,200,ˈnɑmɔːː,noun,,
namô,900,ˈnɑmɑ,noun,,
namô,1400,ˈnaːm,noun,,
garfish,-2000,gʲʱojˈsos,noun,garfish,1
garfish,200,ˈɣɑjzɑz,noun,,
garfish,900,ˈgɑːr,noun,,
garfish,1400,ˈgɔːr,noun,,
rehtaz,-2000,ʁʷregʲˈtos,adj,rehtaz,1
rehtaz,200,ˈrextɑz,adj,,
rehtaz,900,ˈrixt,adj,,
rehtaz,1400,ˈrixt,adj,,
haimaz,-2000,ˈkʲojmos,noun,haimaz,1
haimaz,200,ˈxɑjmɑz,noun,,
haimaz,900,ˈxɑːm,noun,,
haimaz,1400,ˈhɔːm,noun,,
weraz,-2000,wiˈχros,noun,weraz,1
weraz,200,ˈwirɑz,noun,,
weraz,900,ˈwer,noun,,
weraz,1400,ˈwɛr,noun,,
wurmiz,-2000,ˈwr̩mis,noun,wurmiz,1
wurmiz,200,ˈwurmiz,noun,,
wurmiz,900,ˈwyrm,noun,,
wurmiz,1400,ˈwurm,noun,,
wagnaz,-2000,ˈwogʲʱnos,noun,wagnaz,1
wagnaz,200,ˈwɑɣnɑz,noun,,
wagnaz,900,ˈwæjn,noun,,
wagnaz,1400,ˈwæjn,noun,,
arsaz,-2000,ˈχorsos,noun,arsaz,1
arsaz,200,ˈɑrsɑz,noun,,
arsaz,900,ˈæɑrs,noun,,
arsaz,1400,ˈars,noun,,
tharm,-2000,ˈtormos,noun,tharm,1
tharm,200,ˈθ̠ɑrmɑz,noun,,
tharm,900,ˈθ̠æɑrm,noun,,
tharm,1400,ˈθ̠arm,noun,,
ajją,-2000,ħoːwˈjom,noun,ajją,1
ajją,200,ˈɑjjɑ̃,noun,,
ajją,900,ˈæːj,noun,,
ajją,1400,ˈæj,noun,,
anadz,-2000,ˈħenħets,noun,anadz,1
anadz,200,ˈɑnɑð̠z,noun,,
anadz,900,ˈened,noun,,
anadz,1400,ˈeːnd,noun,,
lauhaz,-2000,ˈlowkos,noun,lauhaz,1
lauhaz,200,ˈlɑwxɑz,noun,,
lauhaz,900,ˈlæɑːx,noun,,
lauhaz,1400,ˈlæj,noun,,
gelwaz,-2000,gʲʱelˈʁʷwos,adj,gelwaz,1
gelwaz,200,ˈɣelwɑz,adj,,
gelwaz,900,ˈjeolu,adj,,
gelwaz,1400,ˈjɛlɔw,adj,,
snuzō,-2000,snuˈseħ,noun,snuzō,1
snuzō,200,ˈsnuzɔː,noun,,
snuzō,900,ˈsnoru,noun,,
snuzō,1400,ˈsnɔːr,noun,,
wihtiz,-2000,ˈwekʷtis,noun,wihtiz,1
wihtiz,200,ˈwixtiz,noun,,
wihtiz,900,ˈwixt,noun,,
wihtiz,1400,ˈwixt,noun,,
alaz,-2000,ˈχolos,noun,alaz,1
alaz,200,ˈɑlɑz,noun,,
alaz,900,ˈæl,noun,,
alaz,1400,ˈal,noun,,
gaukaz,-2000,ˈgʱegʱugʲʱos,noun,gaukaz,1
gaukaz,200,ˈɣɑwkɑz,noun,,
gaukaz,900,ˈjæɑːk,noun,,
gaukaz,1400,ˈjɛːk,noun,,
ferhuz,-2000,ˈperkus,noun,ferhuz,1
ferhuz,200,ˈɸerxuz,noun,,
ferhuz,900,ˈfeorx,noun,,
ferhuz,1400,ˈfɛːr,noun,,
lindō,-2000,lenˈteħ,noun,lindō,1
lindō,200,ˈlindɔː,noun,,
lindō,900,ˈlind,noun,,
lindō,1400,ˈliːn,noun,,
kwernō,-2000,gʷerˈħneħ,noun,kwernō,1
kwernō,200,ˈkʷernɔː,noun,,
kwernō,900,ˈkweorn,noun,,
kwernō,1400,ˈkwɛrn,noun,,
funsaz,-2000,ˈpn̩tstos,adj,funsaz,1
funsaz,200,ˈɸunsɑz,adj,,
funsaz,900,ˈfuːs,adj,,
funsaz,1400,ˈfuːs,adj,,
faihaz,-2000,ˈpojkʲos,adj,faihaz,1
faihaz,200,ˈɸɑjxɑz,adj,,
faihaz,900,ˈfɑːx,adj,,
faihaz,1400,ˈfɔw,adj,,
buttaz-end,-2000,bʱuˈdʱnos,noun,buttaz-end,1
buttaz-end,200,ˈbuttɑz,noun,,
buttaz-end,900,ˈbytt,noun,,
buttaz-end,1400,ˈbut,noun,,
klūtaz,-2000,ˈglewdos,noun,klūtaz,1
klūtaz,200,ˈkluːtɑz,noun,,
klūtaz,900,ˈkluːt,noun,,
klūtaz,1400,ˈkluːt,noun,,
mēkijaz,-2000,ˈmeːgʲejos,noun,mēkijaz,1
mēkijaz,200,ˈmɛːkijɑz,noun,,
mēkijaz,900,ˈmæːt͡ʃe,noun,,
mēkijaz,1400,ˈmeːt͡ʃ,noun,,
wapsō,-2000,ˈwobʱseħ,noun,wapsō,1
wapsō,200,ˈwɑpsɔː,noun,,
wapsō,900,ˈwæps,noun,,
wapsō,1400,ˈwasp,noun,,
elmaz,-2000,ˈχelem,noun,elmaz,1
elmaz,200,ˈelmɑz,noun,,
elmaz,900,ˈelm,noun,,
elmaz,1400,ˈɛlm,noun,,
hūsą,-2000,ˈkuχsom,noun,hūsą,1
hūsą,200,ˈxuːsɑ̃,noun,,
hūsą,900,ˈxuːs,noun,,
hūsą,1400,ˈhuːs,noun,,
hauhaz,-2000,ˈkowkos,adj,hauhaz,1
hauhaz,200,ˈxɑwxɑz,adj,,
hauhaz,900,ˈxæɑːx,adj,,
hauhaz,1400,ˈheːx,adj,,
munþaz,-2000,ˈmn̩tos,noun,munþaz,1
munþaz,200,ˈmunθ̠ɑz,noun,,
munþaz,900,ˈmuːθ̠,noun,,
munþaz,1400,ˈmuːθ̠,noun,,
fulką,-2000,pl̩χˈgom,noun,fulką,1
fulką,200,ˈɸulkɑ̃,noun,,
fulką,900,ˈfolk,noun,,
fulką,1400,ˈfɔlk,noun,,
haiduz,-2000,kojˈtus,noun,haiduz,1
haiduz,200,ˈxɑjð̠uz,noun,,
haiduz,900,ˈxɑːd,noun,,
haiduz,1400,ˈhɔːd,noun,,
wīsaz,-2000,wejˈdsos,adj,wīsaz,1
wīsaz,200,ˈwiːsɑz,adj,,
wīsaz,900,ˈwiːs,adj,,
wīsaz,1400,ˈwiːs,adj,,
bladą,-2000,bʱl̩ʁʷˈtom,noun,bladą,1
bladą,200,ˈblɑð̠ɑ̃,noun,,
bladą,900,ˈblæd,noun,,
bladą,1400,ˈblaːd,noun,,
mundō,-2000,mn̩ˈteħ,noun,mundō,1
mundō,200,ˈmundɔː,noun,,
mundō,900,ˈmund,noun,,
mundō,1400,ˈmuːnd,noun,,
anadô,-2000,ˈħenχdʱoː,noun,anadô,1
anadô,200,ˈɑnɑð̠ɔːː,noun,,
anadô,900,ˈɑndɑ,noun,,
anadô,1400,ˈɔːnd,noun,,
haisiz,-2000,ˈkojdtis,noun,haisiz,1
haisiz,200,ˈxɑjsiz,noun,,
haisiz,900,ˈxæːs,noun,,
haisiz,1400,ˈhɛst,noun,,
gernaz,-2000,ˈgʲʱerχnos,adj,gernaz,1
gernaz,200,ˈɣernɑz,adj,,
gernaz,900,ˈjeorn,adj,,
gernaz,1400,ˈjɛːrn,adj,,
aizō,-2000,ħojˈseħ,noun,aizō,1
aizō,200,ˈɑjzɔː,noun,,
aizō,900,ˈɑːr,noun,,
aizō,1400,ˈɔːr,noun,,
bōniz,-2000,ˈbʱeħnis,noun,bōniz,1
bōniz,200,ˈbɔːniz,noun,,
bōniz,900,ˈbeːn,noun,,
bōniz,1400,ˈbɛːn,noun,,
skaduz,-2000,ˈskʲʁʷtus,noun,skaduz,1
skaduz,200,ˈskɑð̠uz,noun,,
skaduz,900,ˈʃɑdu,noun,,
skaduz,1400,ˈʃaːd,noun,,
haitaz,-2000,ˈkoħidos,adj,haitaz,1
haitaz,200,ˈxɑjtɑz,adj,,
haitaz,900,ˈxɑːt,adj,,
haitaz,1400,ˈhɔːt,adj,,
stabaz,-2000,ˈstobʱos,noun,stabaz,1
stabaz,200,ˈstɑβɑz,noun,,
stabaz,900,ˈstæf,noun,,
stabaz,1400,ˈstaf,noun,,
muldō,-2000,ml̩ħˈteħ,noun,muldō,1
muldō,200,ˈmuldɔː,noun,,
muldō,900,ˈmolde,noun,,
muldō,1400,ˈmɔld,noun,,
eath,-2000,ˈħewtus,adj,eath,1
eath,200,ˈɑwθ̠uz,adj,,
eath,900,ˈeːθ̠e,adj,,
eath,1400,ˈɛːð̠,adj,,
stōraz,-2000,ˈsteħuros,adj,stōraz,1
stōraz,200,ˈstɔːrɑz,adj,,
stōraz,900,ˈstoːr,adj,,
stōraz,1400,ˈstɔːr,adj,,
gangaz,-2000,ˈgʲʱongʱos,noun,gangaz,1
gangaz,200,ˈɣɑŋgɑz,noun,,
gangaz,900,ˈgɑŋg,noun,,
gangaz,1400,ˈgɔŋg,noun,,
gulþīnaz,-2000,ˈgʲʱolʁʷtinos,adj,gulþīnaz,1
gulþīnaz,200,ˈɣulθ̠iːnɑz,adj,,
gulþīnaz,900,ˈgylden,adj,,
gulþīnaz,1400,ˈgiːldən,adj,,
duniz,-2000,ˈdʱunis,noun,duniz,1
duniz,200,ˈduniz,noun,,
duniz,900,ˈdyne,noun,,
duniz,1400,ˈdin,noun,,
angô-bend,-2000,ˈħenkoː,noun,angô-bend,1
angô-bend,200,ˈɑŋgɔːː,noun,,
angô-bend,900,ˈɑŋgɑ,noun,,
angô-bend,1400,ˈaŋg,noun,,
þarbō,-2000,torˈpeħ,noun,þarbō,1
þarbō,200,ˈθ̠ɑrβɔː,noun,,
þarbō,900,ˈθ̠æɑrf,noun,,
þarbō,1400,ˈθ̠ɛrf,noun,,
gastiz,-2000,ˈgʱostis,noun,gastiz,1
gastiz,200,ˈɣɑstiz,noun,,
gastiz,900,ˈjest,noun,,
ansuz,-2000,ˈħemsus,noun,ansuz,1
ansuz,200,ˈɑnsuz,noun,,
ansuz,900,ˈoːs,noun,,
tiw,-2000,dejˈwos,noun,Tiw,1
tiw,200,ˈtiːwɑz,noun,,
tiw,900,ˈtiːw,noun,,
ehwaz,-2000,ˈχekʲwos,noun,ehwaz,1
ehwaz,200,ˈexʷɑz,noun,,
ehwaz,900,ˈeox,noun,,
maguz,-2000,ˈmogʱus,noun,maguz,1
maguz,200,ˈmɑɣuz,noun,,
maguz,900,ˈmɑgu,noun,,
gunþiz,-2000,ˈgʷʱn̩tis,noun,gunþiz,1
gunþiz,200,ˈɣunθ̠iz,noun,,
gunþiz,900,ˈguːθ̠,noun,,
halsaz,-2000,ˈkolsos,noun,halsaz,1
halsaz,200,ˈxɑlsɑz,noun,,
halsaz,900,ˈxæɑls,noun,,
albī,-2000,ˈalbʱiħ,noun,albī,1
albī,200,ˈɑlβiː,noun,,
albī,900,ˈælf,noun,,
wissaz,-2000,widˈtos,adj,wissaz,1
wissaz,200,ˈwissɑz,adj,,
wissaz,900,ˈwiːs,adj,,
bergaz,-2000,ˈbʱergʲʱos,noun,bergaz,1
bergaz,200,ˈberɣɑz,noun,,
bergaz,900,ˈbeorg,noun,,
kundaz,-2000,gʲn̩χˈtos,adj,kundaz,1
kundaz,200,ˈkundɑz,adj,,
kundaz,900,ˈkund,adj,,
sessaz,-2000,sedˈtos,noun,sessaz,1
sessaz,200,ˈsessɑz,noun,,
sessaz,900,ˈsess,noun,,
hwassaz,-2000,ˈkʷχdtos,adj,hwassaz,1
hwassaz,200,ˈxʷɑssɑz,adj,,
hwassaz,900,ˈxwæs,adj,,
hleuþrą,-2000,ˈkʲlewtrom,noun,hleuþrą,1
hleuþrą,200,ˈxlewθ̠rɑ̃,noun,,
hleuþrą,900,ˈxleoːθ̠or,noun,,
niþjaz,-2000,ˈnitjos,noun,niþjaz,1
niþjaz,200,ˈniθ̠jɑz,noun,,
niþjaz,900,ˈniθ̠θ̠ɑs,noun,,
swehuraz,-2000,ˈswekʲuros,noun,swehuraz,1
swehuraz,200,ˈswexurɑz,noun,,
swehuraz,900,ˈsweoːr,noun,,
marhaz,-2000,ˈmarkos,noun,marhaz,1
marhaz,200,ˈmɑrxɑz,noun,,
marhaz,900,ˈmæɑrx,noun,,
haftaz,-2000,ˈkħptos,adj,haftaz,1
haftaz,200,ˈxɑɸtɑz,adj,,
haftaz,900,ˈxæft,adj,,
swegrō,-2000,sweˈkʲreħ,noun,swegrō,1
swegrō,200,ˈsweɣrɔː,noun,,
swegrō,900,ˈswejer,noun,,
hafraz,-2000,ˈkapros,noun,hafraz,1
hafraz,200,ˈxɑɸrɑz,noun,,
hafraz,900,ˈxæfer,noun,,
keulaz,-2000,ˈgewlos,noun,keulaz,1
keulaz,200,ˈkewlɑz,noun,,
keulaz,900,ˈt͡ʃeoːl,noun,,
nasō,-2000,ˈnħ̩seħ,noun,nasō,1
nasō,200,ˈnɑsɔː,noun,,
nasō,900,ˈnɑsu,noun,,
neurô,-2000,neˈgʷʱroː,noun,neurô,1
neurô,200,ˈnewrɔːː,noun,,
neurô,1400,ˈneːr,noun,,
fulmō,-2000,ˈpl̩ħmeħ,noun,fulmō,1
fulmō,200,ˈɸulmɔː,noun,,
fulmō,900,ˈfolm,noun,,
fersnō,-2000,ˈtpeːrsneħ,noun,fersnō,1
fersnō,200,ˈɸersnɔː,noun,,
fersnō,900,ˈfersn,noun,,
weer,-2000,ˈweχros,adj,weer,1
weer,200,ˈwɛːrɑz,adj,,
weer,900,ˈwæːr,adj,,
inkô,-2000,ˈχengoː,noun,inkô,1
inkô,200,ˈiŋkɔːː,noun,,
inkô,900,ˈiŋkɑ,noun,,
aiwaz,-2000,ˈħoju,noun,aiwaz,1
aiwaz,200,ˈɑjwɑz,noun,,
aiwaz,900,ˈɑː,noun,,
heruz,-2000,ˈkʲerus,noun,heruz,1
heruz,200,ˈxeruz,noun,,
heruz,900,ˈxeoru,noun,,
aibraz,-2000,ˈħejbʱros,adj,aibraz,1
aibraz,200,ˈɑjβrɑz,adj,,
aibraz,900,ˈɑːfor,adj,,
tulguz,-2000,dl̩χˈgʱus,adj,tulguz,1
tulguz,200,ˈtulɣuz,adj,,
tulguz,900,ˈtulge,adj,,
sengreen,-2000,ˈsenis,adj,sengreen,1
sengreen,200,ˈsiniz,adj,,
sengreen,900,ˈsin,adj,,
magraz,-2000,ˈmħkʲros,adj,magraz,1
magraz,200,ˈmɑɣrɑz,adj,,
magraz,900,ˈmæjer,adj,,
murth,-2000,ˈmr̩tom,noun,murth,1
murth,200,ˈmurθ̠ɑ̃,noun,,
murth,900,ˈmorθ̠,noun,,
kurþrą,-2000,ˈħgr̩trom,noun,kurþrą,1
kurþrą,200,ˈkurθ̠rɑ̃,noun,,
kurþrą,900,ˈkorθ̠er,noun,,
sīmô,-2000,sħiˈmoː,noun,sīmô,1
sīmô,200,ˈsiːmɔːː,noun,,
sīmô,900,ˈsiːmɑ,noun,,
trumaz,-2000,ˈdrumos,noun,trumaz,1
trumaz,200,ˈtrumɑz,noun,,
trumaz,900,ˈwyrtˌtrumɑ,noun,,
farmaz,-2000,ˈpormos,noun,farmaz,1
farmaz,200,ˈɸɑrmɑz,noun,,
farmaz,900,ˈfæɑrm,noun,,
abuhaz,-2000,ˈħepoʁʷkʷos,adj,abuhaz,1
abuhaz,200,ˈɑβuxɑz,adj,,
abuhaz,900,ˈɑfuxliːt͡ʃ,adj,,
snood,-2000,snoχˈteħ,noun,snood,1
snood,200,ˈsnɔːð̠ɔː,noun,,
snood,final,ˈsnuːd,noun,,
berkō,-2000,bʱerχˈgʲeħ,noun,berkō,1
berkō,200,ˈberkɔː,noun,,
berkō,900,ˈbeork,noun,,
wurhtiz,-2000,wr̩gʲˈtis,noun,wurhtiz,1
wurhtiz,200,ˈwurxtiz,noun,,
wurhtiz,900,ˈwyrxt,noun,,
undern,-2000,ˈχn̩ter,noun,undern,1
undern,200,ˈundurniz,noun,,
undern,900,ˈundern,noun,,
staþlaz,-2000,ˈstħ̩tlos,noun,staþlaz,1
staþlaz,200,ˈstɑθ̠lɑz,noun,,
staþlaz,900,ˈstɑθ̠ol,noun,,
juhtaz,-2000,jugˈtos,adj,juhtaz,1
juhtaz,200,ˈjuxtɑz,adj,,
juhtaz,900,jeˈixt,adj,,
frijō,-2000,priˈχeħ,noun,frijō,1
frijō,200,ˈɸrijɔː,noun,,
frijō,900,ˈfreoː,noun,,
hrīdrǭ,-2000,krejˈdʱroːn,noun,hrīdrǭ,1
hrīdrǭ,200,ˈxriːð̠rɔ̃ː,noun,,
hrīdrǭ,900,ˈxridder,noun,,
dross,-2000,ˈdʱraːks,noun,dross,1
dross,200,ˈdrɔːxs,noun,,
dross,final,ˈdɹɒs,noun,,
twifōtijaz,-2000,ˈdwipoːds,adj,twifōtijaz,1
twifōtijaz,200,ˈtwiɸɔːtijɑz,adj,,
twifōtijaz,900,ˈtwiˌfeːte,adj,,
wough,-2000,ˈwonkos,adj,wough,1
wough,200,ˈwɑ̃ːxɑz,adj,,
wough,900,ˈwoːx,adj,,
reudaz,-2000,χrewˈdʱos,adj,reudaz,1
reudaz,200,ˈrewð̠ɑz,adj,,
reudaz,900,ˈreoːd,adj,,
gole,-2000,ˈgʱojlos,adj,gole,1
gole,200,ˈɣɑjlɑz,adj,,
gole,900,ˈgɑːl,adj,,
hersô,-2000,ˈkʲerħsoː,noun,hersô,1
hersô,900,ˈxærn,noun,,
hersô,1400,ˈhɛrns,noun,,
gesteraz,-2000,ˈdʱgʲʱjesteros,adj,gesteraz,1
gesteraz,200,ˈɣesterɑz,adj,,
gesteraz,900,ˈjestrɑn,adj,,
muldô,-2000,ml̩χˈdʱoː,noun,muldô,1
muldô,900,ˈmoldɑ,noun,,
muldô,1400,ˈmɔld,noun,,
maltaz,-2000,ˈmoldos,adj,maltaz,1
maltaz,200,ˈmɑltɑz,adj,,
maltaz,900,ˈmæɑlt,adj,,
banjō,-2000,ˈgʷʱonjeħ,noun,banjō,1
banjō,200,ˈbɑnjɔː,noun,,
banjō,900,ˈbenn,noun,,
berhtaz,-2000,bʱergʲˈtos,adj,berhtaz,1
berhtaz,200,ˈberxtɑz,adj,,
berhtaz,900,ˈbeorxt,adj,,
taikuraz,-2000,ˈdajħuros,noun,taikuraz,1
taikuraz,200,ˈtɑjkurɑz,noun,,
taikuraz,900,ˈtɑːkor,noun,,
fruskaz,-2000,prugʱˈkʲos,noun,fruskaz,1
fruskaz,200,ˈɸruskɑz,noun,,
fruskaz,900,ˈfrosk,noun,,
furhnō,-2000,ˈpr̩kʲneħ,noun,furhnō,1
furhnō,200,ˈɸurxnɔː,noun,,
furhnō,900,ˈforn,noun,,
waker,-2000,ˈwogʲros,adj,waker,1
waker,200,ˈwɑkrɑz,adj,,
waker,900,ˈwɑkor,adj,,
þursuz,-2000,ˈtr̩sus,adj,þursuz,1
þursuz,200,ˈθ̠ursuz,adj,,
þursuz,900,ˈθ̠yrre,adj,,
wadją,-2000,ˈwodʱjom,noun,wadją,1
wadją,200,ˈwɑð̠jɑ̃,noun,,
wadją,900,ˈwedd,noun,,
þankaz,-2000,ˈtongos,noun,þankaz,1
þankaz,200,ˈθ̠ɑŋkɑz,noun,,
þankaz,900,ˈθ̠ɑŋk,noun,,
kustiz,-2000,ˈgʲustis,noun,kustiz,1
kustiz,200,ˈkustiz,noun,,
kustiz,900,ˈkyst,noun,,
auraz,-2000,χuˈχros,noun,auraz,1
auraz,200,ˈɑwrɑz,noun,,
auraz,900,ˈæɑːr,noun,,
haulaz,-2000,ˈkħewlos,noun,haulaz,1
haulaz,200,ˈxɑwlɑz,noun,,
haulaz,900,ˈxæɑːlɑ,noun,,
ailą,-2000,ˈħejdʱlom,noun,ailą,1
ailą,200,ˈɑjlɑ̃,noun,,
ailą,900,ˈɑːl,noun,,
hraznō,-2000,kroˈsneħ,noun,hraznō,1
hraznō,200,ˈxrɑznɔː,noun,,
hraznō,900,ˈxræn,noun,,
blautaz,-2000,ˈbʱlowdħos,adj,blautaz,1
blautaz,200,ˈblɑwtɑz,adj,,
blautaz,900,ˈblæɑːt,adj,,
swēsaz,-2000,ˈsweːdʱχsos,adj,swēsaz,1
swēsaz,200,ˈswɛːsɑz,adj,,
swēsaz,900,ˈswæːs,adj,,
fergunją,-2000,perˈkʷunjom,noun,fergunją,1
fergunją,200,ˈɸerɣunjɑ̃,noun,,
fergunją,900,ˈfergen,noun,,
hlaiwą,-2000,ˈkʲlojwom,noun,hlaiwą,1
hlaiwą,200,ˈxlɑjwɑ̃,noun,,
hlaiwą,900,ˈxleoːw,noun,,
grindiz,-2000,ˈgʱrendʱis,noun,grindiz,1
grindiz,200,ˈɣrindiz,noun,,
grindiz,900,ˈgrindel,noun,,
spenô,-2000,ˈpstenos,noun,spenô,1
spenô,200,ˈspenɔːː,noun,,
spenô,900,ˈspɑnu,noun,,
wibraz,-2000,wiˈpros,noun,wibraz,1
wibraz,200,ˈwiβrɑz,noun,,
wibraz,900,ˈwifer,noun,,
þrawō,-2000,ˈtrowχeħti,noun,þrawō,1
þrawō,200,ˈθ̠rɑwɔː,noun,,
þrawō,900,ˈθ̠ræɑː,noun,,
gramaz,-2000,ˈgʱromos,adj,gramaz,1
gramaz,200,ˈɣrɑmɑz,adj,,
gramaz,900,ˈgrɑm,adj,,
wulbī,-2000,wl̩ˈpiħ,noun,wulbī,1
wulbī,200,ˈwulβiː,noun,,
wulbī,900,ˈwylf,noun,,
glēmaz,-2000,gʲʱleˈχmos,noun,glēmaz,1
glēmaz,200,ˈɣlɛːmɑz,noun,,
glēmaz,900,ˈgloːm,noun,,
